"ASX code","Company name","Listing date","GICs industry group"
"MCY","MERCURY NZ LIMITED","2013-05-10","Utilities"
"MDC","MEDLAB CLINICAL LIMITED","2015-07-14","Pharmaceuticals, Biotechnology & Life Sciences"
"MDI","MIDDLE ISLAND RESOURCES LIMITED","2010-12-16","Materials"
"MDIDA","MIDDLE ISLAND RESOURCES LIMITED","2010-12-16","Materials"
"MDR","MEDADVISOR LIMITED","2011-05-26","Health Care Equipment & Services"
"MDX","MINDAX LIMITED","2004-12-08","Materials"
"MEA","MCGRATH LIMITED","2015-12-07","Real Estate"
"MEB","MEDIBIO LIMITED","2001-01-29","Health Care Equipment & Services"
"MEC","MORPHIC ETHICAL EQUITIES FUND LIMITED","2017-05-03","Diversified Financials"
"MEG","MEGADO GOLD LIMITED","2020-10-27","Materials"
"MEI","METEORIC RESOURCES NL","2004-07-16","Materials"
"MEL","METGASCO LTD","2004-12-23","Energy"
"MEM","MEMPHASYS LIMITED.","2007-05-14","Pharmaceuticals, Biotechnology & Life Sciences"
"MEP","MINOTAUR EXPLORATION LTD","2005-02-24","Materials"
"MEU","MARMOTA LIMITED","2007-11-21","Energy"
"MEY","MARENICA ENERGY LTD","1985-10-23","Energy"
"MEZ","MERIDIAN ENERGY LIMITED","2013-10-29","Utilities"
"MFD","MAYFIELD CHILDCARE LIMITED","2016-11-30","Consumer Services"
"MFF","MFF CAPITAL INVESTMENTS LIMITED","2006-12-19","Not Applic"
"MFG","MAGELLAN FINANCIAL GROUP LIMITED","2004-07-01","Diversified Financials"
"MGF","MAGELLAN GLOBAL FUND.","2020-11-30","Class Pend"
"MGH","MAAS GROUP HOLDINGS LIMITED","2020-12-04","Class Pend"
"MGL","MAGONTEC LIMITED","1983-07-07","Materials"
"MGR","MIRVAC GROUP","1999-06-16","Real Estate"
"MGT","MAGNETITE MINES LIMITED.","2006-04-06","Materials"
"MGU","MAGNUM MINING AND EXPLORATION LIMITED","1987-04-23","Materials"
"MGV","MUSGRAVE MINERALS LIMITED","2011-04-29","Materials"
"MGX","MOUNT GIBSON IRON LIMITED","1976-02-12","Materials"
"MGZ","MEDIGARD LIMITED","2004-02-05","Health Care Equipment & Services"
"MHC","MANHATTAN CORPORATION LIMITED","2008-01-29","Energy"
"MHH","MAGELLAN HIGH CONVICTION TRUST","2019-10-11","Not Applic"
"MHI","MERCHANT HOUSE INTERNATIONAL LIMITED","1994-10-31","Consumer Durables & Apparel"
"MHJ","MICHAEL HILL INTERNATIONAL LIMITED","2016-07-07","Retailing"
"MHK","METAL HAWK LIMITED.","2020-11-19","Materials"
"MIH","MNC MEDIA INVESTMENT LTD","2013-09-13","Media & Entertainment"
"MIL","MILLENNIUM SERVICES GROUP LIMITED","2015-11-19","Commercial & Professional Services"
"MIN","MINERAL RESOURCES LIMITED","2006-07-28","Materials"
"MIO","MACARTHUR MINERALS LIMITED","2019-12-06","Materials"
"MIR","MIRRABOOKA INVESTMENTS LIMITED","2001-06-28","Not Applic"
"MKG","MAKO GOLD LIMITED","2018-04-16","Materials"
"MKR","MANUKA RESOURCES LTD.","2020-07-14","Materials"
"MLD","MACA LIMITED","2010-11-03","Materials"
"MLM","METALLICA MINERALS LIMITED","2004-11-23","Materials"
"MLS","METALS AUSTRALIA LTD","1986-01-23","Materials"
"MLT","MILTON CORPORATION LIMITED","1962-04-17","Not Applic"
"MLX","METALS X LIMITED","2004-08-26","Materials"
"MM8","MEDALLION METALS LIMITED",,"Class Pend"
"MME","MONEYME LIMITED","2019-12-12","Diversified Financials"
"MMI","METRO MINING LIMITED","2009-12-04","Materials"
"MMJ","MMJ GROUP HOLDINGS LIMITED","2015-01-22","Not Applic"
"MML","MEDUSA MINING LIMITED","2003-12-23","Materials"
"MMM","MARLEY SPOON AG","2018-07-02","Consumer Services"
"MMR","MEC RESOURCES LIMITED","2006-05-29","Energy"
"MMS","MCMILLAN SHAKESPEARE LIMITED","2004-03-15","Commercial & Professional Services"
"MNB","MINBOS RESOURCES LIMITED","2010-10-18","Materials"
"MND","MONADELPHOUS GROUP LIMITED","1991-03-28","Capital Goods"
"MNF","MNF GROUP LIMITED","2006-05-18","Telecommunication Services"
"MNS","MAGNIS ENERGY TECHNOLOGIES LTD","2005-10-25","Materials"
"MNY","MONEY3 CORPORATION LIMITED","2006-10-19","Diversified Financials"
"MOB","MOBILICOM LIMITED","2017-05-02","Technology Hardware & Equipment"
"MOC","MORTGAGE CHOICE LIMITED","2004-08-10","Banks"
"MOE","MOELIS AUSTRALIA LIMITED","2017-04-10","Diversified Financials"
"MOH","MOHO RESOURCES LIMITED","2018-11-07","Materials"
"MOQ","MOQ LIMITED","2000-12-19","Software & Services"
"MOT","MCP INCOME OPPORTUNITIES TRUST","2019-04-29","Not Applic"
"MOZ","MOSAIC BRANDS LIMITED","2000-05-11","Retailing"
"MP1","MEGAPORT LIMITED","2015-12-17","Software & Services"
"MPH","MEDILAND PHARM LIMITED","2019-02-22","Retailing"
"MPL","MEDIBANK PRIVATE LIMITED","2014-11-25","Insurance"
"MPO","MOLOPO ENERGY LIMITED","1986-12-23","Energy"
"MPP","METRO PERFORMANCE GLASS LIMITED","2014-07-30","Capital Goods"
"MPR","MPOWER GROUP LIMITED","1974-01-01","Diversified Financials"
"MPX","MUSTERA PROPERTY GROUP LIMITED","2014-11-28","Real Estate"
"MQG","MACQUARIE GROUP LIMITED","2007-11-05","Diversified Financials"
"MQR","MARQUEE RESOURCES LIMITED","2017-03-15","Materials"
"MR1","MONTEM RESOURCES LIMITED.","2020-09-15","Class Pend"
"MRC","MINERAL COMMODITIES LTD","1981-08-14","Materials"
"MRD","MOUNT RIDLEY MINES LIMITED","2004-09-15","Materials"
"MRG","MURRAY RIVER ORGANICS GROUP LIMITED","2016-12-16","Food, Beverage & Tobacco"
"MRL","MAYUR RESOURCES LIMITED","2017-09-21","Materials"
"MRM","MMA OFFSHORE LIMITED","1999-06-21","Energy"
"MRQ","MRG METALS LIMITED","2011-06-08","Materials"
"MRQNC","MRG METALS LIMITED","2011-06-08","Materials"
"MRR","MINREX RESOURCES LIMITED","2011-11-11","Materials"
"MRZ","MONT ROYAL RESOURCES LIMITED","2019-05-07","Materials"
"MSB","MESOBLAST LIMITED","2004-12-16","Pharmaceuticals, Biotechnology & Life Sciences"
"MSG","MCS SERVICES LIMITED","2012-01-17","Commercial & Professional Services"
"MSI","MULTISTACK INTERNATIONAL LIMITED","1993-02-11","Capital Goods"
"MSL","MSL SOLUTIONS LIMITED.","2017-05-04","Software & Services"
"MSM","MSM CORPORATION INTERNATIONAL LTD","1996-11-20","Media & Entertainment"
"MSR","MANAS RESOURCES LIMITED","2008-07-22","Materials"
"MSV","MITCHELL SERVICES LIMITED","2011-08-02","Materials"
"MTB","MOUNT BURGESS MINING NL","1985-09-05","Materials"
"MTC","METALSTECH LIMITED","2017-02-24","Materials"
"MTH","MITHRIL RESOURCES LIMITED","2002-11-18","Materials"
"MTL","MANALTO LIMITED","2003-11-06","Software & Services"
"MTO","MOTORCYCLE HOLDINGS LIMITED","2016-04-29","Retailing"
"MTS","METCASH LIMITED","2005-04-08","Food & Staples Retailing"
"MVF","MONASH IVF GROUP LIMITED","2014-06-26","Health Care Equipment & Services"
"MVL","MARVEL GOLD LIMITED","2016-06-14","Materials"
"MVP","MEDICAL DEVELOPMENTS INTERNATIONAL LIMITED","2003-12-15","Pharmaceuticals, Biotechnology & Life Sciences"
"MWY","MIDWAY LIMITED","2016-12-08","Materials"
"MX1","MICRO-X LIMITED","2015-12-22","Health Care Equipment & Services"
"MXC","MGC PHARMACEUTICALS LTD","2006-12-21","Pharmaceuticals, Biotechnology & Life Sciences"
"MXI","MAXITRANS INDUSTRIES LIMITED","1994-12-07","Capital Goods"
"MXO","MOTIO LTD","2011-05-09","Media & Entertainment"
"MXR","MAXIMUS RESOURCES LIMITED","2005-10-26","Materials"
"MXT","MCP MASTER INCOME TRUST","2017-10-09","Not Applic"
"MYD","MYDEAL.COM.AU LIMITED","2020-10-22","Retailing"
"MYE","MASTERMYNE GROUP LIMITED","2010-05-07","Materials"
"MYG","MAYFIELD GROUP HOLDINGS LIMITED","1986-10-30","Capital Goods"
"MYL","MYANMAR METALS LIMITED","2007-12-03","Materials"
"MYQ","MYFIZIQ LIMITED","2015-08-17","Software & Services"
"MYR","MYER HOLDINGS LIMITED","2009-11-02","Retailing"
"MYS","MYSTATE LIMITED","2009-09-10","Banks"
"MYX","MAYNE PHARMA GROUP LIMITED","2007-06-29","Pharmaceuticals, Biotechnology & Life Sciences"
"MZZ","MATADOR MINING LIMITED","2017-03-08","Materials"
"N1H","N1 HOLDINGS LIMITED","2016-03-18","Banks"
"NAB","NATIONAL AUSTRALIA BANK LIMITED","1974-01-01","Banks"
"NAC","NAOS EX-50 OPPORTUNITIES COMPANY LIMITED","2014-11-12","Not Applic"
"NAE","NEW AGE EXPLORATION LIMITED","1994-02-18","Energy"
"NAG","NAGAMBIE RESOURCES LIMITED","2006-06-23","Materials"
"NAM","NAMOI COTTON LIMITED","1998-04-06","Commercial & Professional Services"
"NAN","NANOSONICS LIMITED","2007-05-17","Health Care Equipment & Services"
"NBI","NB GLOBAL CORPORATE INCOME TRUST","2018-09-26","Not Applic"
"NC6","NANOLLOSE LIMITED","2017-10-18","Pharmaceuticals, Biotechnology & Life Sciences"
"NCC","NAOS EMERGING OPPORTUNITIES COMPANY LIMITED","2013-02-26","Not Applic"
"NCK","NICK SCALI LIMITED","2004-05-26","Retailing"
"NCL","NETCCENTRIC LIMITED","2015-07-06","Media & Entertainment"
"NCM","NEWCREST MINING LIMITED","1987-06-04","Materials"
"NCR","NUCOAL RESOURCES LIMITED","1996-05-31","Materials"
"NCZ","NEW CENTURY RESOURCES LIMITED","2010-12-08","Materials"
"NEA","NEARMAP LTD","2000-12-07","Software & Services"
"NEC","NINE ENTERTAINMENT CO. HOLDINGS LIMITED","2013-12-06","Media & Entertainment"
"NES","NELSON RESOURCES LIMITED.","2017-12-07","Materials"
"NET","NETLINKZ LIMITED","2011-01-13","Software & Services"
"NEU","NEUREN PHARMACEUTICALS LIMITED","2005-02-03","Pharmaceuticals, Biotechnology & Life Sciences"
"NEW","NEW ENERGY SOLAR","2017-12-04","Utilities"
"NGE","NGE CAPITAL LIMITED","2007-12-28","Not Applic"
"NGI","NAVIGATOR GLOBAL INVESTMENTS LIMITED","2006-04-28","Diversified Financials"
"NGS","NUTRITIONAL GROWTH SOLUTIONS LTD","2020-10-30","Household & Personal Products"
"NGY","NUENERGY GAS LIMITED","1987-01-15","Energy"
"NHC","NEW HOPE CORPORATION LIMITED","2003-09-16","Energy"
"NHF","NIB HOLDINGS LIMITED","2007-11-05","Insurance"
"NIC","NICKEL MINES LIMITED","2018-08-20","Materials"
"NIU","NIUMINCO GROUP LIMITED","1986-12-09","Materials"
"NME","NEX METALS EXPLORATION LIMITED","2007-12-06","Materials"
"NML","NAVARRE MINERALS LIMITED","2011-03-31","Materials"
"NMR","NATIVE MINERAL RESOURCES HOLDINGS LIMITED","2020-11-16","Materials"
"NMT","NEOMETALS LTD","2002-07-10","Materials"
"NNG","NEXION GROUP LTD",,"Class Pend"
"NNT","99 TECHNOLOGY LIMITED","2013-10-08","Software & Services"
"NOR","NORWOOD SYSTEMS LIMITED","1995-06-27","Software & Services"
"NOV","NOVATTI GROUP LIMITED","2016-01-18","Software & Services"
"NOX","NOXOPHARM LIMITED","2016-08-09","Pharmaceuticals, Biotechnology & Life Sciences"
"NPM","NEWPEAK METALS LIMITED","2011-04-11","Materials"
"NRX","NORONEX LIMITED","2017-11-15","Energy"
"NSB","NEUROSCIENTIFIC BIOPHARMACEUTICALS LTD","2018-07-27","Pharmaceuticals, Biotechnology & Life Sciences"
"NSC","NAOS SMALL CAP OPPORTUNITIES COMPANY LIMITED","2004-03-25","Not Applic"
"NSE","NEW STANDARD ENERGY LIMITED","2007-08-15","Energy"
"NSM","NORTH STAWELL MINERALS LTD","2020-09-24","Class Pend"
"NSR","NATIONAL STORAGE REIT","2013-12-19","Real Estate"
"NST","NORTHERN STAR RESOURCES LTD","2003-12-17","Materials"
"NSX","NSX LIMITED","2005-01-13","Diversified Financials"
"NTD","NATIONAL TYRE & WHEEL LIMITED","2017-12-15","Retailing"
"NTI","NEUROTECH INTERNATIONAL LIMITED","2016-11-04","Health Care Equipment & Services"
"NTL","NEW TALISMAN GOLD MINES LIMITED","1987-05-28","Materials"
"NTM","NTM GOLD LIMITED","2006-09-26","Materials"
"NTO","NITRO SOFTWARE LIMITED","2019-12-11","Software & Services"
"NTU","NORTHERN MINERALS LIMITED","2006-11-15","Materials"
"NUC","NUCHEV LIMITED","2019-12-09","Food, Beverage & Tobacco"
"NUF","NUFARM LIMITED","1988-11-10","Materials"
"NUH","NUHEARA LIMITED","2010-03-05","Technology Hardware & Equipment"
"NUS","NUSANTARA RESOURCES LIMITED","2017-08-02","Materials"
"NVA","NOVA MINERALS LIMITED","1987-06-11","Materials"
"NVU","NANOVEU LIMITED","2018-11-30","Technology Hardware & Equipment"
"NVX","NOVONIX LIMITED","2015-12-02","Technology Hardware & Equipment"
"NWC","NEW WORLD RESOURCES LIMITED","2005-09-21","Materials"
"NWE","NORWEST ENERGY NL","1997-09-19","Energy"
"NWF","NEWFIELD RESOURCES LIMITED","2012-06-08","Materials"
"NWH","NRW HOLDINGS LIMITED","2007-09-05","Capital Goods"
"NWL","NETWEALTH GROUP LIMITED","2017-11-20","Diversified Financials"
"NWM","NORWEST MINERALS LIMITED","2018-11-29","Materials"
"NWS","NEWS CORPORATION..","2013-06-19","Media & Entertainment"
"NWSLV","NEWS CORPORATION..","2013-06-19","Media & Entertainment"
"NXE","NEW ENERGY MINERALS LTD","2002-05-10","Materials"
"NXL","NUIX LIMITED","2020-12-04","Software & Services"
"NXM","NEXUS MINERALS LIMITED","2007-02-23","Materials"
"NXS","NEXT SCIENCE LIMITED","2019-04-18","Health Care Equipment & Services"
"NXT","NEXTDC LIMITED","2010-12-13","Software & Services"
"NYR","NYRADA INC.","2020-01-16","Pharmaceuticals, Biotechnology & Life Sciences"
"NZK","NEW ZEALAND KING SALMON INVESTMENTS LIMITED","2016-10-19","Food, Beverage & Tobacco"
"NZM","NZME LIMITED","2016-06-27","Media & Entertainment"
"NZO","NEW ZEALAND OIL & GAS LIMITED","2020-09-25","Energy"
"NZS","NEW ZEALAND COASTAL SEAFOODS LIMITED","2007-06-19","Food, Beverage & Tobacco"
"OAR","OAKDALE RESOURCES LIMITED","1998-12-17","Materials"
"OAU","ORA GOLD LIMITED","2001-03-22","Materials"
"OBL","OMNI BRIDGEWAY LIMITED","2000-01-28","Diversified Financials"
"OBM","ORA BANDA MINING LTD","2002-10-29","Materials"
"OCA","OCEANIA HEALTHCARE LIMITED","2017-05-05","Health Care Equipment & Services"
"OCC","ORTHOCELL LIMITED","2014-08-12","Pharmaceuticals, Biotechnology & Life Sciences"
"OCL","OBJECTIVE CORPORATION LIMITED","2000-08-17","Software & Services"
"ODA","ORCODA LIMITED","1986-09-15","Software & Services"
"ODM","ODIN METALS LIMITED","2010-08-05","Materials"
"ODY","ODYSSEY ENERGY LIMITED","2005-11-30","Energy"
"OEC","ORBITAL CORPORATION LIMITED","1989-01-24","Capital Goods"
"OEL","OTTO ENERGY LIMITED","2004-12-22","Energy"
"OEQ","ORION EQUITIES LIMITED","1970-11-19","Diversified Financials"
"OEX","OILEX LTD","2003-10-24","Energy"
"OFX","OFX GROUP LIMITED","2013-10-11","Diversified Financials"
"OGA","OCEAN GROWN ABALONE LIMITED","2017-11-14","Food, Beverage & Tobacco"
"OGC","OCEANAGOLD CORPORATION","2007-06-19","Materials"
"OIL","OPTISCAN IMAGING LIMITED","1997-08-08","Health Care Equipment & Services"
"OKJ","OAKAJEE CORPORATION LIMITED","2008-06-11","Materials"
"OKR","OKAPI RESOURCES LIMITED","2017-09-28","Materials"
"OKU","OKLO RESOURCES LIMITED","2007-05-16","Materials"
"OLH","OLDFIELDS HOLDINGS LIMITED","1960-06-15","Capital Goods"
"OLI","OLIVER'S REAL FOOD LIMITED","2017-06-21","Consumer Services"
"OLL","OPENLEARNING LIMITED","2019-12-12","Software & Services"
"OMH","OM HOLDINGS LIMITED","1998-03-12","Materials"
"OML","OOH!MEDIA LIMITED","2014-12-17","Media & Entertainment"
"ONE","ONEVIEW HEALTHCARE PLC","2016-03-17","Health Care Equipment & Services"
"ONEN","ONEVIEW HEALTHCARE PLC","2016-03-17","Health Care Equipment & Services"
"ONT","1300 SMILES LIMITED","2005-03-11","Health Care Equipment & Services"
"ONX","ORMINEX LTD","1971-07-28","Materials"
"OOK","OOKAMI LIMITED","2000-02-21","Software & Services"
"OPH","OPHIR HIGH CONVICTION FUND","2018-12-19","Not Applic"
"OPL","OPYL LIMITED",,
"OPT","OPTHEA LIMITED","1991-04-18","Pharmaceuticals, Biotechnology & Life Sciences"
"OPY","OPENPAY GROUP LTD","2019-12-16","Diversified Financials"
"ORA","ORORA LIMITED","2013-12-18","Materials"
"ORE","OROCOBRE LIMITED","2007-12-04","Materials"
"ORG","ORIGIN ENERGY LIMITED","1961-07-13","Energy"
"ORI","ORICA LIMITED","1961-11-28","Materials"
"ORM","ORION METALS LIMITED","2007-01-03","Materials"
"ORN","ORION MINERALS LTD","2003-10-31","Materials"
"ORR","ORECORP LIMITED","2011-08-04","Materials"
"OSH","OIL SEARCH LIMITED","1974-01-01","Energy"
"OSL","ONCOSIL MEDICAL LTD","2005-08-15","Pharmaceuticals, Biotechnology & Life Sciences"
"OSP","OSPREY MEDICAL INC","2012-05-02","Health Care Equipment & Services"
"OSX","OSTEOPORE LIMITED","2019-09-23","Health Care Equipment & Services"
"OTW","OVER THE WIRE HOLDINGS LIMITED","2015-12-03","Software & Services"
"OVN","OVENTUS MEDICAL LIMITED","2016-07-19","Health Care Equipment & Services"
"OVT","OVATO LIMITED","1992-02-13","Commercial & Professional Services"
"OXX","OCTANEX LIMITED","2009-11-06","Energy"
"OZG","OZGROWTH LIMITED","2008-01-02","Not Applic"
"OZL","OZ MINERALS LIMITED","1970-01-01","Materials"
"OZM","OZAURUM RESOURCES LIMITED",,"Class Pend"
"P2P","P2P TRANSPORT LIMITED","2017-12-13","Transportation"
"PAA","PHARMAUST LIMITED","2001-10-05","Pharmaceuticals, Biotechnology & Life Sciences"
"PAB","PATRYS LIMITED","2007-07-13","Pharmaceuticals, Biotechnology & Life Sciences"
"PAC","PACIFIC CURRENT GROUP LIMITED","1987-09-25","Diversified Financials"
"PAF","PM CAPITAL ASIAN OPPORTUNITIES FUND LIMITED","2014-05-22","Not Applic"
"PAI","PLATINUM ASIA INVESTMENTS LIMITED","2015-09-21","Not Applic"
"PAK","PACIFIC AMERICAN HOLDINGS LIMITED","2007-12-20","Materials"
"PAL","PALLA PHARMA LIMITED","2015-08-13","Pharmaceuticals, Biotechnology & Life Sciences"
"PAM","PAN ASIA METALS LIMITED","2020-10-08","Materials"
"PAN","PANORAMIC RESOURCES LIMITED","2001-09-14","Materials"
"PAR","PARADIGM BIOPHARMACEUTICALS LIMITED..","2015-08-19","Pharmaceuticals, Biotechnology & Life Sciences"
"PBH","POINTSBET HOLDINGS LIMITED","2019-06-12","Consumer Services"
"PBP","PROBIOTEC LIMITED","2006-11-14","Pharmaceuticals, Biotechnology & Life Sciences"
"PBX","PACIFIC BAUXITE LIMITED","2007-05-25","Materials"
"PCG","PENGANA CAPITAL GROUP LIMITED","2001-02-28","Diversified Financials"
"PCH","PROPERTY CONNECT HOLDINGS LIMITED","2000-02-23","Media & Entertainment"
"PCI","PERPETUAL CREDIT INCOME TRUST","2019-05-14","Not Applic"
"PCK","PAINCHEK LTD","2012-05-01","Health Care Equipment & Services"
"PCL","PANCONTINENTAL OIL & GAS NL","1986-09-11","Energy"
"PDI","PREDICTIVE DISCOVERY LIMITED","2010-12-01","Materials"
"PDL","PENDAL GROUP LIMITED","2007-12-10","Diversified Financials"
"PDN","PALADIN ENERGY LTD","1994-03-29","Energy"
"PDZ","PRAIRIE MINING LIMITED","1993-09-06","Materials"
"PE1","PENGANA PRIVATE EQUITY TRUST","2019-04-30","Not Applic"
"PEC","PERPETUAL RESOURCES LIMITED","2013-02-28","Materials"
"PEK","PEAK RESOURCES LIMITED","2006-11-29","Materials"
"PEN","PENINSULA ENERGY LIMITED","1994-05-26","Energy"
"PET","PHOSLOCK ENVIRONMENTAL TECHNOLOGIES LIMITED","2002-08-16","Commercial & Professional Services"
"PEX","PEEL MINING LIMITED","2007-05-17","Materials"
"PF1","PATHFINDER RESOURCES LTD","2020-11-04","Class Pend"
"PFG","PRIME FINANCIAL GROUP LIMITED","2004-12-07","Diversified Financials"
"PFP","PROPEL FUNERAL PARTNERS LIMITED","2017-11-23","Consumer Services"
"PFT","PURE FOODS TASMANIA LIMITED","2005-12-19","Food, Beverage & Tobacco"
"PG1","PEARL GLOBAL LIMITED","2006-11-02","Commercial & Professional Services"
"PGC","PARAGON CARE LIMITED","1999-10-15","Health Care Equipment & Services"
"PGF","PM CAPITAL GLOBAL OPPORTUNITIES FUND LIMITED","2013-12-12","Not Applic"
"PGG","PARTNERS GROUP GLOBAL INCOME FUND","2019-09-26","Not Applic"
"PGH","PACT GROUP HOLDINGS LTD","2013-12-17","Materials"
"PGL","PROSPA GROUP LIMITED.","2019-06-11","Diversified Financials"
"PGM","PLATINA RESOURCES LIMITED","2006-05-29","Materials"
"PGR","THE PAS GROUP LIMITED","2014-06-16","Retailing"
"PGX","PRIMERO GROUP LIMITED","2018-07-09","Capital Goods"
"PGY","PILOT ENERGY LIMITED","2006-04-20","Energy"
"PIA","PENGANA INTERNATIONAL EQUITIES LIMITED","2004-03-19","Not Applic"
"PIC","PERPETUAL EQUITY INVESTMENT COMPANY LIMITED","2014-12-18","Not Applic"
"PIL","PEPPERMINT INNOVATION LIMITED","2008-05-29","Software & Services"
"PIN","PINCHME.COM INC.","2018-10-24","Commercial & Professional Services"
"PIQ","PROTEOMICS INTERNATIONAL LABORATORIES LTD","2015-04-16","Pharmaceuticals, Biotechnology & Life Sciences"
"PKD","PARKD LTD","2017-12-06","Commercial & Professional Services"
"PKO","PEAKO LIMITED","2009-12-02","Energy"
"PKS","PKS HOLDINGS LIMITED","2019-06-06","Health Care Equipment & Services"
"PL8","PLATO INCOME MAXIMISER LIMITED.","2017-05-05","Not Applic"
"PLL","PIEDMONT LITHIUM LTD","1983-03-28","Materials"
"PLS","PILBARA MINERALS LIMITED","2007-09-19","Materials"
"PLT","PLENTI GROUP LIMITED","2020-09-23","Diversified Financials"
"PLY","PLAYSIDE STUDIOS LIMITED","2020-12-17","Media & Entertainment"
"PM8","PENSANA RARE EARTHS PLC","2020-02-12","Materials"
"PMC","PLATINUM CAPITAL LIMITED","1994-06-29","Not Applic"
"PME","PRO MEDICUS LIMITED","2000-10-10","Health Care Equipment & Services"
"PMV","PREMIER INVESTMENTS LIMITED","1987-12-15","Retailing"
"PMY","PACIFICO MINERALS LIMITED","2004-07-15","Materials"
"PNC","PIONEER CREDIT LIMITED","2014-05-01","Diversified Financials"
"PNI","PINNACLE INVESTMENT MANAGEMENT GROUP LIMITED","2007-06-19","Diversified Financials"
"PNL","PARINGA RESOURCES LIMITED","2012-12-20","Energy"
"PNM","PACIFIC NICKEL MINES LIMITED","2002-11-26","Materials"
"PNN","PEPINNINI MINERALS LIMITED","2005-04-15","Materials"
"PNR","PANTORO LIMITED","1987-05-21","Materials"
"PNV","POLYNOVO LIMITED","1998-11-26","Health Care Equipment & Services"
"PNX","PNX METALS LIMITED","2008-02-12","Materials"
"PO3","PURIFLOH LIMITED","2010-12-30","Utilities"
"POD","PODIUM MINERALS LIMITED","2018-02-28","Materials"
"POS","POSEIDON NICKEL LIMITED","1993-11-29","Materials"
"POW","PROTEAN ENERGY LIMITED","2006-12-21","Capital Goods"
"PPC","PEET LIMITED","2004-08-05","Real Estate"
"PPE","PEOPLE INFRASTRUCTURE LTD","2017-11-22","Commercial & Professional Services"
"PPG","PRO-PAC PACKAGING LIMITED","2005-04-27","Materials"
"PPH","PUSHPAY HOLDINGS LIMITED","2016-10-12","Software & Services"
"PPK","PPK GROUP LIMITED","1994-12-21","Capital Goods"
"PPL","PUREPROFILE LTD","2015-07-29","Media & Entertainment"
"PPS","PRAEMIUM LIMITED","2006-05-11","Software & Services"
"PPT","PERPETUAL LIMITED","1964-06-24","Diversified Financials"
"PPY","PAPYRUS AUSTRALIA LIMITED","2005-04-15","Materials"
"PRL","PROVINCE RESOURCES LTD","1994-02-09","Materials"
"PRLNC","PROVINCE RESOURCES LTD","1994-02-09","Materials"
"PRM","PROMINENCE ENERGY NL","1992-01-23","Energy"
"PRN","PERENTI GLOBAL LIMITED","1994-01-06","Materials"
"PRO","PROPHECY INTERNATIONAL HOLDINGS LIMITED","1998-04-22","Software & Services"
"PRS","PROSPECH LIMITED.","2020-12-04","Materials"
"PRT","PRIME MEDIA GROUP LIMITED","1984-08-30","Media & Entertainment"
"PRU","PERSEUS MINING LIMITED","2004-09-22","Materials"
"PRX","PRODIGY GOLD NL","1986-08-21","Materials"
"PSA","PETSEC ENERGY LIMITED","1980-12-01","Energy"
"PSC","PROSPECT RESOURCES LIMITED","2009-12-04","Materials"
"PSI","PSC INSURANCE GROUP LIMITED","2015-12-15","Insurance"
"PSLDD","PATERSON RESOURCES LTD","2006-10-18","Materials"
"PSQ","PACIFIC SMILES GROUP LIMITED","2014-11-21","Health Care Equipment & Services"
"PTB","PTB GROUP LIMITED","2006-12-18","Capital Goods"
"PTG","PROPTECH GROUP LIMITED","2015-12-10","Software & Services"
"PTL","PENTAL LIMITED","2000-08-29","Household & Personal Products"
"PTM","PLATINUM ASSET MANAGEMENT LIMITED","2007-05-23","Diversified Financials"
"PTR","PETRATHERM LTD","2004-07-27","Materials"
"PTX","PRESCIENT THERAPEUTICS LIMITED","1986-12-19","Pharmaceuticals, Biotechnology & Life Sciences"
"PUA","PEAK MINERALS LIMITED","2003-07-17","Materials"
"PUR","PURSUIT MINERALS LTD","2008-09-10","Materials"
"PVE","PO VALLEY ENERGY LIMITED","2004-12-14","Energy"
"PVL","POWERHOUSE VENTURES LIMITED","2016-10-12","Diversified Financials"
"PVS","PIVOTAL SYSTEMS CORPORATION","2018-07-02","Semiconductors & Semiconductor Equipment"
"PWG","PRIMEWEST","2019-11-08","Real Estate"
"PWH","PWR HOLDINGS LIMITED","2015-11-18","Automobiles & Components"
"PWN","PARKWAY MINERALS NL","2011-05-13","Materials"
"PWNCA","PARKWAY MINERALS NL","2011-05-13","Materials"
"PX1","PLEXURE GROUP LIMITED","2020-11-25","Software & Services"
"PXS","PHARMAXIS LTD","2003-11-10","Pharmaceuticals, Biotechnology & Life Sciences"
"PXX","POLARX LIMITED","2012-12-21","Materials"
"PYC","PYC THERAPEUTICS LIMITED","2005-03-30","Pharmaceuticals, Biotechnology & Life Sciences"
"PYG","PAYGROUP LIMITED","2018-05-29","Software & Services"
"PYR","PAYRIGHT LIMITED",,"Class Pend"
"QAN","QANTAS AIRWAYS LIMITED","1995-07-31","Transportation"
"QBE","QBE INSURANCE GROUP LIMITED","1973-06-28","Insurance"
"QEM","QEM LIMITED","2018-10-19","Materials"
"QFE","QUICKFEE LIMITED","2019-07-11","Diversified Financials"
"QFY","QUANTIFY TECHNOLOGY HOLDINGS LIMITED","2007-09-10","Technology Hardware & Equipment"
"QGL","QUANTUM GRAPHITE LIMITED","2014-01-06","Materials"
"QHL","QUICKSTEP HOLDINGS LIMITED","2005-10-17","Capital Goods"
"QIP","QANTM INTELLECTUAL PROPERTY LIMITED","2016-08-31","Commercial & Professional Services"
"QPM","QUEENSLAND PACIFIC METALS LIMITED","2008-03-14","Materials"
